source	target	direction
PRKG1	KCNMB2	KEGG
SMAD3	MYC	KEGG
IL4	IL4R	KEGG
PRKN	MFN2	KEGG
PLCG1	SH2D2A	KEGG
FCGR3B	MAPK14	KEGG
RAC1	LIMK1	KEGG
STAT1	IGFBP3	KEGG
MAPK1	NFATC1	KEGG
GHSR	GNA11	KEGG
PRKG1	TRPC6	KEGG
PPP4R3C	CRTC2	KEGG
TGFB1	NOS2	KEGG
NLK	LEF1	KEGG
CD44	ARHGEF1	KEGG
INPP5D	FCGR2B	KEGG
SQSTM1	RPS27A	KEGG
S1PR2	GNAQ	KEGG
LY9	SH2D1B	KEGG
SMG1	PPP2R3B	KEGG
CALML6	HRAS	KEGG
NFATC1	IL4R	KEGG
OGT	FOXO1	KEGG
MAPK8	SRC	KEGG
TRAF3	IKBKE	KEGG
JUN	IL5	KEGG
CHRM1	GNG12	KEGG
MAPK1	SMAD1	KEGG
CRB3	PALS1	KEGG
TNF	SMAD6	KEGG
APAF1	CASP9	KEGG
EGLN2	HIF1A	KEGG
TELO2	TTI1	KEGG
PRKACA	GJA1	KEGG
HPSE	SDC1	KEGG
PRKG1	PLCB1	KEGG
CD3D	CASP8	KEGG
MIR146A	MMP16	KEGG
ATG4A	GABARAP	KEGG
GNA15	PLCB1	KEGG
KLF2	NQO1	KEGG
MAP3K20	MAP2K7	KEGG
CDC42	WHAMM	KEGG
EPAS1	VEGFD	KEGG
CD48	CD244	KEGG
FOXO3	G6PC1	KEGG
PRKACA	RAF1	KEGG
CDC42	BAIAP2	KEGG
TLR4	MAPK1	KEGG
STAT6	IL10	KEGG
PTK2	BCAR1	KEGG
FAS	CASP8	KEGG
CCKBR	GNA13	KEGG
AKT3	CDKN1B	KEGG
TICAM1	CHUK	KEGG
RASA4B	RRAS2	KEGG
RAP1GAP	RAP1A	KEGG
STAM2	JAK2	KEGG
102723996	CTLA4	KEGG
CIDEB	APOB	KEGG
BNIP3L	GABARAP	KEGG
POU5F1	SOX2	KEGG
MAPK14	IL6	KEGG
PLCB1	PPP3CA	KEGG
DBP	NR1D1	KEGG
MMP2	EDN1	KEGG
ATG16L1	ATG12	KEGG
MIR143	PDGFB	KEGG
STAT4	IL12RB1	KEGG
NCK1	RAC1	KEGG
P3R3URF-PIK3R3	ILK	KEGG
RRAS2	PDPK1	KEGG
MIR10A	ATM	KEGG
BDKRB1	GNAQ	KEGG
TBK1	OPTN	KEGG
MIR29A	KLF4	KEGG
FADD	CASP3	KEGG
GREM1	GDF7	KEGG
PEX7	PEX5L	KEGG
CDC42	NOD1	KEGG
NFKB1	FCER2	KEGG
KLF2	NFKB1	KEGG
GIP	GPR119	KEGG
FGF2	FGFR1	KEGG
ELAVL1	CCNA2	KEGG
DUOXA2	DUOX2	KEGG
CDKN1B	CDK4	KEGG
CASK	ACTB	KEGG
CCL2	CCR2	KEGG
SELP	SELPLG	KEGG
CASP10	BID	KEGG
PRKACA	TTF1	KEGG
ISG15	IRF3	KEGG
FGA	ICAM1	KEGG
PDCD1	PTPN6	KEGG
AKT3	PFKFB2	KEGG
STX1B	VAMP2	KEGG
PTHLH	PTH1R	KEGG
PRKACA	PBX1	KEGG
CCL21	CCR7	KEGG
ESR1	FOS	KEGG
PRKCA	KCNN1	KEGG
TLR4	NFKB1	KEGG
ATM	SQSTM1	KEGG
EDNRB	GNAO1	KEGG
NRG4	ERBB4	KEGG
IL6R	JAK1	KEGG
PAK1	LIMK1	KEGG
CTSG	F2R	KEGG
AKT3	FOXO3	KEGG
TBC1D15	RAB7B	KEGG
AKT3	MAP3K5	KEGG
P2RY12	GNAI1	KEGG
EGFR	MAPK1	KEGG
MAP3K5	MAP2K6	KEGG
EHD3	RBSN	KEGG
FN1	ITGA11	KEGG
TP53	RCHY1	KEGG
CD44	VAV3	KEGG
LTA	LTBR	KEGG
PRKCD	PLA2G6	KEGG
RBPJL	FCER2	KEGG
MAPK1	MMP2	KEGG
CD84	SH2D1A	KEGG
PRNP	CAV1	KEGG
NFKB1	NFATC1	KEGG
CAMK2A	CACNG3	KEGG
RHOA	DAAM1	KEGG
FOS	NFATC1	KEGG
ILK	PXN	KEGG
RAP1A	ARAP3	KEGG
GNAQ	ARHGEF12	KEGG
MAP3K8	NFKB1	KEGG
KDM3B	ACTL6B	KEGG
FOXO6	CDKN1B	KEGG
AKT3	RALGAPA1	KEGG
DRD5	GNAQ	KEGG
FOXO6	ATM	KEGG
PRKCA	SPHK2	KEGG
HAVCR1	RAC1	KEGG
MAPK14	CXCL8	KEGG
DLL3	NOTCH3	KEGG
KRIT1	RAP1A	KEGG
MTOR	ATG7	KEGG
DDIT3	ERO1A	KEGG
IGH	LYN	KEGG
EPAS1	PDGFB	KEGG
JUN	EDN1	KEGG
STAT3	CCND1	KEGG
IRF8	IL12A	KEGG
RALA	RALBP1	KEGG
MIR200A	ZEB1	KEGG
MAPK1	SOCS1	KEGG
LCP2	PLCG1	KEGG
CD84	CSK	KEGG
SH2B3	GRB2	KEGG
KL	TRPV5	KEGG
MAD2L2	ANAPC10	KEGG
IGF1	IGF1R	KEGG
MAPK1	NFKB1	KEGG
APLNR	PIK3R4	KEGG
PTPN6	BTK	KEGG
PRNP	NOTCH1	KEGG
RAP1A	RALGDS	KEGG
ESR1	FGF3	KEGG
IGF1R	MAPK1	KEGG
IRF3	IFNG	KEGG
ACACB	CPT1C	KEGG
GAS6	AXL	KEGG
MAPK8IP2	MAP2K7	KEGG
NR4A1	RXRA	KEGG
MMP1	RHOA	KEGG
MIRLET7A1	CDC25A	KEGG
IL12RB2	STAT4	KEGG
RUVBL1	LEF1	KEGG
TP53	DUSP1	KEGG
AKT3	JUN	KEGG
PTK2	CTTN	KEGG
SLC34A2	NHERF1	KEGG
PHLPP2	AKT3	KEGG
MIR195	MAPK1	KEGG
BRCA1	RBBP8	KEGG
RET	HRAS	KEGG
TSPO	VDAC1	KEGG
PTPN6	ZAP70	KEGG
CCL26	CCR3	KEGG
TRH	TRHR	KEGG
WNT5A	RYK	KEGG
PDX1	HNF4A	KEGG
CD55	FYN	KEGG
HDAC1	SIRT1	KEGG
GLI1	BMP2	KEGG
PTPRJ	CTNND1	KEGG
MIR520E	CD44	KEGG
TLR2	MYD88	KEGG
THRB	CTNNB1	KEGG
MAPK1	SGK1	KEGG
CFLAR	ATG3	KEGG
BIRC2	TRAF3	KEGG
MAPK8	MAPK8IP3	KEGG
IHH	GAS1	KEGG
MIR326	NOTCH1	KEGG
SP1	BNIP3L	KEGG
NFATC1	IL17F	KEGG
EIF2AK3	EIF2S1	KEGG
P3R3URF-PIK3R3	ITGA2B	KEGG
IL12A	IL12RB1	KEGG
NTRK2	SHC2	KEGG
FOS	S100A9	KEGG
IKBKE	IRF3	KEGG
RUNX2	MMP13	KEGG
ELAVL1	CCND1	KEGG
GRM1	GNAS	KEGG
MAPK14	IL12A	KEGG
MAPK1	IL6	KEGG
SHH	PTCH1	KEGG
GNAI1	PLCB1	KEGG
PPP2R3B	CACNG3	KEGG
MIR20A	E2F2	KEGG
PIM1	NFATC1	KEGG
IKBKG	CHUK	KEGG
IL1R1	MAP2K3	KEGG
CSNK2A1	KLC3	KEGG
ITGB1	ACTB	KEGG
VDR	TRPV5	KEGG
LAMA1	DAG1	KEGG
RBCK1	BIRC2	KEGG
BIRC5	CASP9	KEGG
KIT	P3R3URF-PIK3R3	KEGG
MTOR	RICTOR	KEGG
FGFR3	GAB1	KEGG
LSP1	SRC	KEGG
IL1B	IL1R2	KEGG
PPP3CA	NFATC3	KEGG
FOXO6	KLF2	KEGG
PRKACA	102723532	KEGG
CRHR1	GNB5	KEGG
GUCY1A2	PRKG1	KEGG
DOCK1	RAC1	KEGG
GSK3B	AXIN1	KEGG
CD19	P3R3URF-PIK3R3	KEGG
CXCR6	GNAI1	KEGG
JUN	IL4R	KEGG
TRIP10	SLC2A4	KEGG
HTRA2	CYCS	KEGG
CDK2	CDC25C	KEGG
OLR1	BCL2	KEGG
VCAM1	P3R3URF-PIK3R3	KEGG
MYD88	TBK1	KEGG
CREB3	FOSB	KEGG
PRKCA	PLA2G4B	KEGG
INSL3	RXFP2	KEGG
SOCS1	JAK1	KEGG
MAPK1	CYP27B1	KEGG
CDK2	FOXO6	KEGG
AKT3	MAPK1	KEGG
EGFR	HRAS	KEGG
RHOD	RND1	KEGG
AMBRA1	TRAF6	KEGG
NFKB1	MMP2	KEGG
MIR10A	MAPK1	KEGG
PRKCB	PTK2B	KEGG
TAC1	TACR2	KEGG
DLG4	GRIN1	KEGG
EGFR	GRB2	KEGG
FGR	PIK3R6	KEGG
RAP1A	KRIT1	KEGG
AKT3	MAP3K8	KEGG
MIR141	TGFB2	KEGG
ARPC5	ACTB	KEGG
CALR	C1QA	KEGG
RASSF5	STK4	KEGG
IL18RAP	JUN	KEGG
NFKB1	TBX21	KEGG
RAP1A	RASSF5	KEGG
FAAP24	TELO2	KEGG
NCK1	WASL	KEGG
CTSC	BIRC2	KEGG
FOS	TBX21	KEGG
PABPC4L	TOB1	KEGG
IL13	IL13RA1	KEGG
NOS1	MAPK1	KEGG
BLNK	GRB2	KEGG
RRAS2	PLD1	KEGG
EVC2	SMO	KEGG
JUP	MYC	KEGG
CALML6	MYLK4	KEGG
PTPRC	FYN	KEGG
MIR200A	ZEB2	KEGG
CASP3	MAP3K1	KEGG
E2F1	BIRC5	KEGG
NRAS	ARAF	KEGG
CALCOCO2	TBK1	KEGG
NPHS2	TRPC6	KEGG
NFX1	TERT	KEGG
STAT1	CD274	KEGG
PLXNB2	MET	KEGG
THRA	PLN	KEGG
GSK3B	CTNNB1	KEGG
HLA-C	KIR2DS2	KEGG
NR1D1	CRY1	KEGG
SQSTM1	RIPK1	KEGG
NGEF	RAC1	KEGG
GNA11	PLCG1	KEGG
GNA13	AKAP13	KEGG
ITGAM	PTGS2	KEGG
PPARGC1B	SREBF1	KEGG
ULK1	BNIP3L	KEGG
F2	LPAR1	KEGG
MIR145	FGFR3	KEGG
RRAGB	RRAGD	KEGG
PRKCA	CACNA1C	KEGG
FOXO3	BCL2L11	KEGG
ADORA2A	GNAL	KEGG
VIP	ADCYAP1R1	KEGG
CTSS	NFYA	KEGG
CCM2	PDCD10	KEGG
TRAF3	MAP3K14	KEGG
GSK3B	GYS1	KEGG
PRLHR	GNB5	KEGG
SPI1	CSF2RA	KEGG
SLC7A5	SLC3A2	KEGG
IL2RG	STAT3	KEGG
BCL2L11	BCL2L1	KEGG
PTPRF	IRS1	KEGG
EFNA4-EFNA3	CSF1R	KEGG
IL1R1	NFKB1	KEGG
FLT3	CEBPA	KEGG
PLCB1	PRKCE	KEGG
MET	ERBB3	KEGG
MIR122	CCNG1	KEGG
BTC	EGFR	KEGG
APBB1IP	EVL	KEGG
MIR195	GRB2	KEGG
ZBP1	RIPK1	KEGG
ESR1	SLC8A2	KEGG
MTCP1	AKT3	KEGG
FLT3LG	FLT3	KEGG
MAFA	INS	KEGG
APCDD1	WNT16	KEGG
HIF1A	BNIP3L	KEGG
IGSF1	ACVR1	KEGG
MIR122	HMOX1	KEGG
MAPK14	CXCL1	KEGG
PRKCA	FOS	KEGG
NFKB1	IL6	KEGG
PRKCA	NOS3	KEGG
SDC4	NUDT16L1	KEGG
BLNK	PLCG2	KEGG
APP	GAPDH	KEGG
MAPK7	NFE2L2	KEGG
OXTR	GNB5	KEGG
RUNX1	MPO	KEGG
IFNGR1	NFKB1	KEGG
TNFRSF1A	MAP3K7	KEGG
MAPKAPK2	LSP1	KEGG
PRL	PRLR	KEGG
MAPK8	BAD	KEGG
TYRO3	ELMO1	KEGG
NPY	NPY1R	KEGG
SLC9A1	MSN	KEGG
GRB2	MAP2K1	KEGG
OXT	CHRM1	KEGG
AKT3	CASP9	KEGG
NPPA	ADCYAP1R1	KEGG
RCHY1	TP53	KEGG
PPP1R13L	RELA	KEGG
MAPK1	IL12A	KEGG
MIR7-1	PRKCA	KEGG
SPI1	CD14	KEGG
PRKACA	ATP2B1	KEGG
IRAK4	CHUK	KEGG
CCL19	ACKR4	KEGG
PDGFA	EGFR	KEGG
CASP8	CASP3	KEGG
STAT1	BST2	KEGG
PDGFRA	GRB2	KEGG
GUCA1ANB-GUCA1A	GUCY2F	KEGG
PTEN	PTK2	KEGG
MIRLET7A1	CDK6	KEGG
TBX21	IL4	KEGG
GNB5	MAPK1	KEGG
FYN	TYROBP	KEGG
EPHB1	RASA1	KEGG
FOXA2	CAT	KEGG
A2M	PLAU	KEGG
DNMT3A	DUSP2	KEGG
HRAS	MAPK1	KEGG
NFKB1	OLR1	KEGG
PRKACA	TRPV1	KEGG
RORC	IL21	KEGG
CAMK4	CREB3	KEGG
EFNB1	EPHB1	KEGG
PTK2	MAPK1	KEGG
PAK4	RAF1	KEGG
RRAS2	BRAF	KEGG
SLC3A2	SLC7A11	KEGG
SUGT1	NOD1	KEGG
ACTB	ITGA2B	KEGG
CUL1	FBXW11	KEGG
KLF2	TXN2	KEGG
RPS6KB1	FOXA2	KEGG
SRC	ESR1	KEGG
PPARG	RXRA	KEGG
CDC42	RAC1	KEGG
GNB3	PDE1A	KEGG
MIR10A	GRB2	KEGG
TGFBR2	PPP2CA	KEGG
PRKCI	PARD6A	KEGG
BAK1	CAPN1	KEGG
MAGI1	PTEN	KEGG
FOXO6	CCND1	KEGG
CASP3	STK3	KEGG
BCL2	TP53	KEGG
PRKCA	MAPK8	KEGG
RPS6KA5	ATF4	KEGG
ATG10	ATG12	KEGG
IHH	DISP1	KEGG
NOS1	HRAS	KEGG
P2RY2	GNAQ	KEGG
LYN	CD79A	KEGG
LCP2	NFATC1	KEGG
NRG1	ERBB4	KEGG
TP53	CD82	KEGG
PRKACA	RYR2	KEGG
PTK2	PXN	KEGG
PSEN1	EIF2AK3	KEGG
GRIN3A	DLG4	KEGG
THRA	ATP2A1	KEGG
MIR125A	KRAS	KEGG
SKP2	RRAGB	KEGG
PRKD3	CHUK	KEGG
GABRA1	PLCL1	KEGG
NFKB1	IFNB1	KEGG
ESR1	TRPV5	KEGG
MIR101-1	FGFR3	KEGG
MAPK1	ELK1	KEGG
FOS	IFNB1	KEGG
MAPK1	HIF1A	KEGG
GNB5	RRAS2	KEGG
C5AR1	SELP	KEGG
CXCL11	CXCR3	KEGG
EREG	EGFR	KEGG
MIR103B1	DICER1	KEGG
HIF1A	PFKL	KEGG
LHCGR	CYP17A1	KEGG
SRF	ELK4	KEGG
ARHGAP17	RAC1	KEGG
FUNDC1	GABARAP	KEGG
CNTNAP2	CNTN2	KEGG
CLEC4D	FCER1G	KEGG
TIMP3	MMP9	KEGG
ARHGEF6	RAC1	KEGG
TP53	TP53AIP1	KEGG
FYN	CD244	KEGG
MAPK8	IRS1	KEGG
DLG4	DLGAP1	KEGG
STAT1	VEGFD	KEGG
TRAF6	MAPK1	KEGG
PTK2	DCC	KEGG
GSK3B	JUNB	KEGG
CFLAR	CASP10	KEGG
CUBN	AMN	KEGG
NTRK2	SH2B3	KEGG
SRPK1	SRSF8	KEGG
PPP1CA	TRPM8	KEGG
GRK2	SMO	KEGG
SRC	SHC2	KEGG
AKT3	CDKN1A	KEGG
ATG14	BECN2	KEGG
RHOA	RAF1	KEGG
RIPK3	DNM1L	KEGG
PRKCD	IRS1	KEGG
TJP1	MAGI1	KEGG
SLIT2	ROBO1	KEGG
PRKAG2	G6PC1	KEGG
GABARAP	EPG5	KEGG
MIR133A1	BCL2L2	KEGG
OXT	OXTR	KEGG
MYLK4	MYL12B	KEGG
SPP1	IRF7	KEGG
TAOK3	MAP2K3	KEGG
SMO	FYN	KEGG
KL	IRS1	KEGG
TJP1	CGNL1	KEGG
SRC	EGFR	KEGG
CADM1	EPB41L1	KEGG
SOCS3	STAT1	KEGG
MDM2	RB1	KEGG
BABAM1	BRCC3	KEGG
TRADD	MAP3K14	KEGG
NFKB1	IL12A	KEGG
MIR183	EZR	KEGG
MYC	CCND1	KEGG
PTPN6	MAPK1	KEGG
PRNP	FYN	KEGG
GHRH	GHRHR	KEGG
TECPR1	ATG5	KEGG
PRKG1	BST1	KEGG
NFATC1	MEF2B	KEGG
TRAK2	GABRA1	KEGG
NGFR	FADD	KEGG
TNFRSF1A	NSMAF	KEGG
PRKN	TFE3	KEGG
TRAF6	NFKB1	KEGG
PECAM1	P3R3URF-PIK3R3	KEGG
BCL2L1	CYCS	KEGG
GNAI1	MAPK8	KEGG
PRKCD	CARD9	KEGG
CDC42	MAP3K1	KEGG
ULK1	FUNDC1	KEGG
CREB3	BDNF	KEGG
AGER	P3R3URF-PIK3R3	KEGG
NFKB1	IFNK	KEGG
MAG	TUBA1B	KEGG
MAPK1	IL23A	KEGG
CALR	LRP1	KEGG
CDK9	SUPT4H1	KEGG
JUN	CXCL1	KEGG
TNFRSF14	TRAF2	KEGG
TRAF4	TRAF3IP2	KEGG
MEF2A	KLF2	KEGG
CRHR1	GNAS	KEGG
TRADD	RIPK1	KEGG
JUN	FAS	KEGG
PPP2CA	MAPK1	KEGG
OPTN	GABARAP	KEGG
MAPK14	RPS6KA4	KEGG
EPHB1	ABL1	KEGG
ITPR1	PRKCA	KEGG
STAT6	IL4R	KEGG
JUN	IL1B	KEGG
ICAM1	ITGAL	KEGG
GABARAP	GABRA1	KEGG
PTK2	GRB2	KEGG
PRKCA	NHERF1	KEGG
INSR	PLAAT3	KEGG
NFKB1	ENTPD8	KEGG
CASP7	MAPT	KEGG
PRNP	BAX	KEGG
FOXO6	CDKN1A	KEGG
WNK1	STK39	KEGG
EDA	EDAR	KEGG
NFKB1	CCL3L3	KEGG
DRD3	GNB5	KEGG
ICAM3	ACTN4	KEGG
AGTR1	GNB5	KEGG
FOS	CCL3L3	KEGG
KL	ATP1B4	KEGG
DCC	NCK1	KEGG
EMP1	EGFR	KEGG
VCL	ACTB	KEGG
IGF2	IGF1R	KEGG
NF2	AMOT	KEGG
NOD2	ATG12	KEGG
NFKB1	SELE	KEGG
PPIF	CCR5	KEGG
FOS	SELE	KEGG
MICOS10-NBL1	GDF7	KEGG
NFATC1	IL17A	KEGG
HSD17B10	PPIF	KEGG
CD55	ABL1	KEGG
AFDN	SORBS1	KEGG
HCK	FCGR3B	KEGG
GRP	GRPR	KEGG
PRKAG2	LIPE	KEGG
SMAD1	ID1	KEGG
MIR124-1	CDK6	KEGG
PTK2	TLN1	KEGG
JUN	IL18	KEGG
PRKN	MFN1	KEGG
RASA1	RRAS2	KEGG
CX3CL1	CX3CR1	KEGG
SIRPB1	PECAM1	KEGG
BCL2	BAX	KEGG
MAP3K8	MAP2K2	KEGG
ITK	PLCG1	KEGG
GNA11	KCNK2	KEGG
RPS6	UCP1	KEGG
CRH	ADCYAP1R1	KEGG
LCP2	NFKB1	KEGG
CDKN1A	CDK4	KEGG
DDIT3	BCL2L11	KEGG
PPFIA4	GRIP1	KEGG
PSEN1	ERN1	KEGG
TP53	SCO2	KEGG
STING1	TBK1	KEGG
BAD	BCL2L1	KEGG
RIPK3	GLUD1	KEGG
RXFP1	GNAI1	KEGG
PDPK1	CHUK	KEGG
MAP2K3	MAPK8	KEGG
CASP9	CASP6	KEGG
HES1	MYC	KEGG
HAMP	SLC40A1	KEGG
CIITA	NFYA	KEGG
CSF1R	CRK	KEGG
PTPN6	LCP2	KEGG
SRC	RHOA	KEGG
IFNB1	IFNAR1	KEGG
GJA1	TUBA1B	KEGG
IGSF5	TJP1	KEGG
LCK	TYROBP	KEGG
P3R3URF-PIK3R3	RPS6KA6	KEGG
SMAD2	RORC	KEGG
MAPK1	THRB	KEGG
MYC	CXCL8	KEGG
ADRA1A	PRKAG2	KEGG
DMD	DAG1	KEGG
CCL19	CCR7	KEGG
RRAS2	RALGDS	KEGG
CEBPB	PTGS2	KEGG
FOXO6	G6PC1	KEGG
ELK1	FOS	KEGG
TICAM1	TBK1	KEGG
KRAS	RALGDS	KEGG
CNTN1	NRCAM	KEGG
AMBRA1	PINK1	KEGG
GNB5	PREX1	KEGG
RHOG	ELMO2	KEGG
OGT	IRS1	KEGG
ESR2	CACNA1H	KEGG
TRAF2	RIPK1	KEGG
CDC42	WASL	KEGG
RAC1	MAP2K3	KEGG
TLR1	TLR2	KEGG
CAMK4	CREBBP	KEGG
CCKAR	GNA11	KEGG
RAC1	IQGAP1	KEGG
IRF3	TNF	KEGG
PRNP	ITPR1	KEGG
IL12RB1	STAT3	KEGG
BAMBI	DVL1	KEGG
PPARGC1A	PPARA	KEGG
DAXX	MAP3K5	KEGG
RLN1	RXFP2	KEGG
LYN	MS4A2	KEGG
RAB7B	RILP	KEGG
RIPK2	BCL2	KEGG
CLDN24	PARD3	KEGG
PRKACA	MAP3K5	KEGG
C1QA	C4B_2	KEGG
MIR30A	TP53	KEGG
ITCH	CFLAR	KEGG
OGT	PDPK1	KEGG
TJP3	PATJ	KEGG
AXIN1	APC2	KEGG
MAPK14	CEBPB	KEGG
MAP3K1	MAP2K3	KEGG
SGK1	NEDD4L	KEGG
GABARAP	GORASP2	KEGG
PRNP	CSNK2A1	KEGG
OXTR	GNAS	KEGG
NFKB1	IL23A	KEGG
MAPK1	BCL2L11	KEGG
RHOA	PKN1	KEGG
RDX	ACTB	KEGG
SYK	P3R3URF-PIK3R3	KEGG
MIR101-1	PLCG1	KEGG
BMP2	BMPR1A	KEGG
ITCH	CASP8	KEGG
BNIP3	GABARAP	KEGG
RAET1E	KLRC4-KLRK1	KEGG
FOS	S100A7A	KEGG
MAP3K8	CHUK	KEGG
PRKAG2	CRY1	KEGG
LLGL2	SCRIB	KEGG
CASP4	IL1B	KEGG
FCER1G	FCGR3B	KEGG
ADRA1D	TRPC6	KEGG
FOS	CTSK	KEGG
TNNT2	ACTC1	KEGG
STAT1	CIITA	KEGG
PRKCA	PLA2G6	KEGG
SLAMF7	INPP5D	KEGG
PRKN	SNCAIP	KEGG
KIT	STAT3	KEGG
KIF5A	HRAS	KEGG
ITPR1	CALML6	KEGG
RAC1	IQGAP2	KEGG
PRKCI	AMOT	KEGG
CD84	SH2D1B	KEGG
ADIPOQ	SLC2A4	KEGG
HTT	HIP1	KEGG
IL12A	IL12RB2	KEGG
GABARAP	OPTN	KEGG
LPAR1	GNAI1	KEGG
ZFYVE9	SMAD2	KEGG
PRKCA	TRPV5	KEGG
SSH1	CFL1	KEGG
HLA-A	KIR2DL4	KEGG
NFKB1	VEGFA	KEGG
PLCG1	PRKCA	KEGG
L1CAM	EZR	KEGG
CREB3	CYP11B2	KEGG
CCL25	ACKR4	KEGG
PXN	ARHGEF7	KEGG
U2AF1L5	CSF2	KEGG
CASP3	XKR4	KEGG
TBX21	IL12RB1	KEGG
IRF3	SAMHD1	KEGG
MAP3K3	MAP2K5	KEGG
CREM	CREB3	KEGG
TLN1	ACTB	KEGG
PARD6A	PALS1	KEGG
CDC42	MAPK8	KEGG
VCL	PFN3	KEGG
CASP4	IL18	KEGG
CDH1	JUP	KEGG
STAT1	SLC2A2	KEGG
PRKCD	PRKD3	KEGG
PPP1CA	CDC25C	KEGG
NFATC1	PTGS2	KEGG
SIRPB1	PTPN6	KEGG
IL6R	SRC	KEGG
CXCL6	CXCR1	KEGG
TNFSF10	TNFRSF10C	KEGG
RRAS2	RASSF5	KEGG
UBA1	RPS27A	KEGG
NRCAM	CNTN1	KEGG
UNC5D	KDR	KEGG
TPTEP2-CSNK1E	PER1	KEGG
RAC1	NFKB1	KEGG
FPR1	PLCB1	KEGG
CAMK2A	STAT1	KEGG
MIR21	TPM1	KEGG
BDKRB2	GNAQ	KEGG
PRKAG2	GYS1	KEGG
EIF2AK2	RIPK1	KEGG
IL4	IL2RG	KEGG
HSPA5	ERN1	KEGG
RASGRP1	RAP1A	KEGG
ECSIT	TRAF6	KEGG
ACTB	ACTN4	KEGG
NKD1	DVL1	KEGG
CREB3	ZNF516	KEGG
CRK	DOCK1	KEGG
HSPA1A	TLR2	KEGG
TICAM1	IFNB1	KEGG
GNAI1	ADCY5	KEGG
TICAM1	TRAF3	KEGG
CTNNB1	TCF3	KEGG
STAT5A	IL4	KEGG
TGFB1	TGFBR1	KEGG
C6	C5	KEGG
PAX6	PDX1	KEGG
RND1	RHOA	KEGG
GABRA1	HAP1	KEGG
TLR7	MYD88	KEGG
CHD8	CTNNB1	KEGG
DHX33	MAVS	KEGG
TP53	PIDD1	KEGG
SDC4	PXN	KEGG
IL2	IL2RA	KEGG
HIF1A	HK1	KEGG
TNFRSF10B	FADD	KEGG
NFKB2	XIAP	KEGG
STAT3	PIM2	KEGG
NFKB1	VIM	KEGG
IGH	FCAR	KEGG
CTNND1	RHOA	KEGG
EGR2	FASLG	KEGG
LEPR	JAK2	KEGG
SOX2	NANOGP8	KEGG
PRKACA	MAPK1	KEGG
RIPK1	IKBKG	KEGG
KCNQ1	ADCY3	KEGG
KLF2	SQSTM1	KEGG
LPIN1	SREBF1	KEGG
SIRT1	NFKB1	KEGG
S1PR3	GNA13	KEGG
JUN	CDK4	KEGG
PKIA	PRKACA	KEGG
BOC	SMO	KEGG
GSK3B	FOS	KEGG
STAT1	CSN2	KEGG
IGF1R	JAK1	KEGG
ROCK1	NFKB1	KEGG
RBPJL	SNW1	KEGG
ITGA5	ILK	KEGG
MIR221	CDKN1B	KEGG
GUCA2A	GUCY2C	KEGG
MIR221	ATM	KEGG
CTTN	ARPC5	KEGG
MET	P3R3URF-PIK3R3	KEGG
MAPK8IP2	MAP4K1	KEGG
RRAS2	ARHGEF6	KEGG
PPP3CA	CACNA1C	KEGG
CAPN1	BID	KEGG
CAMK4	HDAC5	KEGG
MAPK8	SOD2	KEGG
ITGA2B	SRC	KEGG
PLCB1	ITPR1	KEGG
KDR	SH2D2A	KEGG
MTOR	FOS	KEGG
JAK2	PLCG1	KEGG
MRAS	AFDN	KEGG
SLAMF7	SH2D1A	KEGG
ITGA4	JAM2	KEGG
STAT2	STAT1	KEGG
MIR10A	RASSF1	KEGG
CASP1	GSDMD	KEGG
MIR21	TP63	KEGG
NOTCH1	ERBB2	KEGG
CEBPA	CSF3R	KEGG
NOL3	CASP8	KEGG
CALML6	CNGB1	KEGG
MIR331	KIF23	KEGG
IRS1	GRB2	KEGG
PARVB	ACTB	KEGG
IGF1R	GNA13	KEGG
GPC3	IGF2	KEGG
INSR	PNPLA2	KEGG
HIF1A	CHKA	KEGG
FOS	CHKA	KEGG
ESAM	MAGI1	KEGG
GNAO1	DVL1	KEGG
PTPN11	MAPK1	KEGG
NFE2L2	TXN2	KEGG
MAVS	MFN1	KEGG
YWHAQ	ARAF	KEGG
AKT3	CHUK	KEGG
SLAMF7	CSK	KEGG
ACTB	TMSB4X	KEGG
PPFIA4	GIT1	KEGG
PRKCD	RAF1	KEGG
RPS6KA6	HRAS	KEGG
PLCG1	CALML6	KEGG
OGT	NR1H3	KEGG
DAPP1	RAC1	KEGG
DAB2IP	MAP3K5	KEGG
MIR145	PRKCA	KEGG
MIR205	ZEB2	KEGG
DLG1	MAPK14	KEGG
PTPRC	HCK	KEGG
PTH2	PTH1R	KEGG
DDIT3	BCL2	KEGG
SUGT1	HSP90AA1	KEGG
CCL1	ACKR4	KEGG
FOXO6	CCNB3	KEGG
GNB5	PRKCE	KEGG
GRM2	GNAI1	KEGG
SPATA2L	CYLD	KEGG
PPARA	CD36	KEGG
IRF3	TRIM5	KEGG
SMG7	UPF1	KEGG
TP53	EI24	KEGG
RAC1	PIP5K1C	KEGG
TP53	BBC3	KEGG
PRKCA	MAP3K2	KEGG
NOTCH1	FLT4	KEGG
APOA1	LCAT	KEGG
CASP1	IL18	KEGG
AREG	EGFR	KEGG
PPARGC1A	SOD2	KEGG
TP53	TSC2	KEGG
AVPR1A	GNB5	KEGG
CALCOCO2	RPS27A	KEGG
MIR31	FZD3	KEGG
MAPK8	JUND	KEGG
CTTN	DNM1	KEGG
